id_osc,nome,email,endereco,telefone,natureza_juridica,situacao_cadastral
673906,ASSOCIACAO RECREATIVA A J RORATO,kennedycontabilidade@hotmail.com,AVENIDA PARANA,44 35621206,Associação Privada,ATIVA
673909,COMUNIDADE EVANGELICA DE CONFISSAO LUTERANA BOM PASTOR DE CURITIBA,celcpbp@uol.com.br,RUA PARA,41 33297181,Organização Religiosa,ATIVA
673912,INSTITUTO LIFE,CONTATO@INSTITUTOLIFE.ORG,RUA VICTOR BENATO,41 32537884,Associação Privada,ATIVA
673905,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PIEN,jorgealmir@drevekcontabil.com.br,RUA DUQUE DE CAXIAS,41 36321981,Associação Privada,ATIVA
673913,PROJETO ESPERANCA BRASIL-SUICA - PEBRASS,itacont150@gmail.com,RUA DR. LAFAYETTE GRENIER,44 32311451,Associação Privada,ATIVA
673889,ASSOCIACAO DAS RELIGIOSAS DA INSTRUCAO CRISTA,NFEREGINAMUNDI@ARIC.COM.BR,"AVENIDA SAO PAULO, ZONA 2 QUADRA 41",81 30486943,Associação Privada,ATIVA
673914,INSTITUTO EXPRESSAO SURDA,ABALISE@ABALISE.COM.BR,RUA TREZE DE MAIO,41 32673104,Associação Privada,ATIVA
673915,SOCIEDADE DE GARANTIA DE CREDITO GARANTICOOP CONFIANCA,CONTABILIDADE@GARANTICOOP.COM.BR,"RUA BASILIO SALTCHUK, ANDAR SEGUNDO",44 97670031,Associação Privada,ATIVA
673884,ASSOCIACAO MISSAO VIDA NOVA,CTMISSAOVIDANOVA@GMAIL.COM,RUA REGINA CAGNINI PELOSO,46 30400037,Associação Privada,ATIVA
673917,PARQUE RECREATIVO JORDAOZINHO,AGRARIA@AGRARIA.COM.BR,COLÔNIA JORDAOZINHO,42 36258000,Associação Privada,ATIVA
673916,PROJETO USINA DA CIDADANIA,NA,RUA BENEDITO BERNARDES OLIVEIRA,43 35422176,Associação Privada,ATIVA
673918,REDE UNIAO NACIONAL DE PECAS,pessoal1@assessorplan.com.br,"RUA MARIA OLIMPIA, JARDIM, PARALELO BR 158           KM 01",49 33617699,Associação Privada,ATIVA
673919,A PRIMEIRA IGREJA BATISTA EM MISSAL,ecobjetivo@brturbo.com.br,RUA PARANA,45 32441924,Organização Religiosa,ATIVA
673922,ASSOCIACAO MUNICIPAL DOS AGENTES AMBIENTAIS DE MATINHOS,VOLARECONTABILIDADE@GMAIL.COM,RUA SANTA CATARINA,41 34739069,Associação Privada,ATIVA
673920,ENTIDADE BENEFICENTE ANJO DA GUARDA,brasilcontab@uol.com.br,RUA PUBLIO PIMENTEL,45 32258261,Associação Privada,ATIVA
673924,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO GRAN SPAZIO,luana.construtora@granadoimoveis.com.br,RUA MARECHAL DEODORO,44 40091962,Associação Privada,ATIVA
673925,CENTRO PARANAENSE PARA O PROGRESSO DA CIENCIA,ehc@escolahomeopaticadecuritiba.org,RUA ANGELO ZENI,41 32502721,Associação Privada,ATIVA
673926,ASSOCIACAO PEQUENO ANJO,PONTUAL.ASSESSORIA.CONTABIL@HOTMAIL.COM,RUA XV DE NOVEMBRO,42 99999730,Associação Privada,ATIVA
673929,ASSOCIACAO CATOLICA SAO MIGUEL ARCANJO,ronis@pactoconsultoria.com.br,"RODOVIA PR 436, KM 10",43 35424317,Associação Privada,ATIVA
673928,ASSOCIACAO DOS VOLUNTARIOS AVIVALISTAS DE URAI,ONG.AVIVAURAI@GMAIL.COM,AVENIDA ARGEMIRO SANDOVAL,43 35413496,Associação Privada,ATIVA
673932,FUNDACAO ASTORGA EDUCACAO PARA TODOS - FAET,contabilidade.faast@gmail.com,AVENIDA JOAO NELSON ARCIPRETTI,44 32343321,Fundação Privada,ATIVA
673935,OBSERVATORIO DE GESTAO PUBLICA DE LONDRINA,EMERSON@TARGETCONSULTORES.COM.BR,"RUA ANA NERI, SALA  302",43 30256019,Associação Privada,ATIVA
673940,ASSOCIACAO DOS LOJISTAS DO EDIFICIO CENTRO EMPRESARIAL MARTINHAGO,dpcoaplan@bs2.com.br,"RUA PIRATININGA, SALA  21",44 32233777,Associação Privada,Não informado
673933,ASSOCIACAO DESPORTIVA DE QUITANDINHA - ADESQUI,pradocontabilidade@uol.com.br,RUA DA INDEPENDENCIA,41 36231411,Associação Privada,ATIVA
673941,OBSERVATORIO SOCIAL DO BRASIL - FOZ DO IGUACU,FOZDOIGUACU@OSBRASIL.ORG.BR,"RUA PADRE MONTOYA, SALA  13",45 31989185,Associação Privada,ATIVA
673936,IGREJA EVANGELICA PENTECOSTAL A SHEKINAH QUE RESTAURA,contabilidade_mainardes147@yahoo.com.br,RUA DA PEDREIRA,42 32266748,Associação Privada,ATIVA
673931,OBSERVATORIO SOCIAL DE GUARAPUAVA,lagoacontabil@brturbo.com.br,RUA XV DE NOVEMBRO 8040,4236215548,Associação Privada,Não informado
673942,ASSOCIACAO DAS EMPRESAS DO PARQUE DAS INDUSTRIAS LEVES - AEPIL,maxlife@maxlife.com.br,"AVENIDA DAS MARITACAS, TERREO",43 33779900,Associação Privada,ATIVA
673938,"ASSOCIACAO DE INCENTIVO DA CULTURA, ESPORTE E LAZER DE TIJUCAS DO SUL",enf.contabilidade@globo.com,"RUA PREFEITO JOAO BONIECKI, QUADRA11, GINASIO GIBE    LOTE  10, 11, 12 E 13",41 36291142,Associação Privada,ATIVA
673927,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO FAROL DE ALEXANDRIA,rita@rcfernandes.com.br,AVENIDA HORACIO RACCANELLO FILHO,44 32228866,Associação Privada,ATIVA
673943,IESB - BRASIL INSTITUTO DE ESTUDOS DA SAUDE BUCAL,CLAUDIA.IMPPAR@GMAIL.COM,RUA ESPIRITO SANTO 870,4333064000,Fundação Privada,Não informado
673947,OBSERVATORIO SOCIAL DO BRASIL - GOIOERE,ESCRITORIOLINENSE@HOTMAIL.COM,"AVENIDA MOISES LUPION, SALA  05",44 35221029,Associação Privada,ATIVA
673937,ASSOCIACAO PRESBITERIANA VALE DA ESPERANCA,MICHELLE@ARAUKARIA.COM.BR,CHACARA VALE DA ESPERANCA,42 32331444,Associação Privada,ATIVA
673944,INSTITUTO DE INTEGRACAO E DESENVOLVIMENTO SOCIAL - INSTITUTO IDS,juniopedro@hotmail.com,RODOVIA BR 277 KM 598,45 32252721,Associação Privada,ATIVA
673939,1A IGREJA BATISTA DO AVIVAMENTO,grimbor@brturbo.com.br,RUA COMENDADOR MANOEL INACIO,42 32333247,Associação Privada,ATIVA
673930,ASSOCIACAO COMUNITARIA DOS ESTUDANTES DE BARRA DO JACARE,TIRONIDOSSANTOS@BOL.COM.BR,"RUA RUI BARBOSA, EDIF SECR DA EDUCACA",43 35371189,Associação Privada,ATIVA
673945,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO VITORIA GARDEN,ESCRITORIOLUPE@UOL.COM.BR,RUA AMAPA,44 34231909,Associação Privada,Não informado
673948,GARANTIOESTE-SOCIEDADE DE GARANTIA DE CREDITO DO OESTE DO PARANA,CONTABILIDADE@GARANTICOOP.COM.BR,RUA BARAO DO RIO BRANCO,45 30552604,Associação Privada,ATIVA
673950,IGREJA BATISTA SHALON FAZENDA RIO GRANDE/PR,financeiro@igshalon.com.br,RUA FLAMINGOS,41 41210200,Associação Privada,ATIVA
673949,ASSOCIACAO DE VOLEIBOL PARAOLIMPICA DO LITORAL - AVPL,CONTATO@CONTABILCENTRAL.COM.BR,RUA MANOEL CORREIA,41 88668796,Associação Privada,ATIVA
673951,INSTITUTO ACACIA,rh@contabilidadejm.com.br,"RUA MARECHAL FLORIANO PEIXOTO, SALA  41",41 33343030,Associação Privada,ATIVA
673952,CENTRO ESPIRITA MARIA DOLORES,FABIANAALEXANDREADV@GMAIL.COM,RUA MARIO GEALH,44 98209485,Associação Privada,ATIVA
673954,INSTITUTO SECULAR DAS IRMAS DE MARIA DE SCHOENSTATT - PROVINCIA SCHOENSTATT-TABOR,tesourariacmd@maededeus.edu.br,AVENIDA SAO PAULO,43 38786845,Organização Religiosa,ATIVA
673955,INSTITUTO SECULAR DAS IRMAS DE MARIA DE SCHOENSTATT - PROVINCIA SCHOENSTATT-TABOR,santuariomagnificat@terra.com.br,RUA PADRE JOSE KENTENICH,41 32791391,Organização Religiosa,ATIVA
673956,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO TORRE DE OREGON,EDUARDO@ESTEVAM.ARQ.BR,"AVENIDA HORACIO RACANELLO, ESQUINA C/ PIRATININGA 161",44 32225033,Associação Privada,SUSPENSA
673953,"ASSOCIACAO DE PROTECAO A MATERNIDADE, INFANCIA E SAUDE DO MUNICIPIO DE SANTA MARIA DO OESTE-PR",ediesteche5@hotmail.com,"RUA JOSE DE FRANCA PEREIRA, BLOCO",42 36441137,Associação Privada,INAPTA
673957,SOCIEDADE DE GARANTIA DE CREDITO GARANTICOOP INTEGRACAO,CONTABILIDADE@GARANTICOOP.COM.BR,"RUA VER ROMEU LAURO WERLANG, SALA  2",46 91380379,Associação Privada,ATIVA
673959,ABENEC ASSOCIACAO BENEFICENTE CRISTA,andre@ergotecsports.com.br,AVENIDA 7 SETEMBRO,43 33235999,Associação Privada,ATIVA
673934,ASSOCIACAO UNICO,walmorkleber@uol.com.br,RUA MEN DE SA,45 30270100,Associação Privada,ATIVA
673958,ASSOCIACAO '' AO ALCANCE DAS MAOS '',elzarannov@hotmail.com,RUA HELMUT PRIESNITZ,45 99254565,Associação Privada,INAPTA
673960,CERNE - CENTRO EDUCACIONAL DE RESTAURACAO NOVA ESPERANCA,CERNE2@HOTMAIL.COM,"RODOVIA DEPUTADO BRANCO MENDES - SITIO SAO BENTO, LOTE  MATRICULA 12.816",44 98410979,Associação Privada,ATIVA
673961,NOROESTE ESPORTE CLUBE,planus@speedbr.com.br,RUA ANA RITA DE CASSIA,44 32524490,Associação Privada,INAPTA
673962,ASSOCIACAO CRIANCA FELIZ ACF,luizmiotto@zipmail.com.br,"RUA GUAIRA, CASA",41 34721999,Associação Privada,INAPTA
673965,ASSOCIACAO DE MORADORES DO CONDOMINIO RESIDENCIAL BRISA DO LAGO - AMCRBL,lombardo@certto.com.br,RUA PEDRO IVO,45 30382321,Associação Privada,ATIVA
673972,CASA DE APOIO DIVINA PROVIDENCIA,CASADEAPOIOAPUCARANA@HOTMAIL.COM,RUA MARANHAO,43 99780606,Associação Privada,ATIVA
673964,ASSOCIACAO ESCOLA DA COISA FREUDIANA,ESCOLACF@HOTMAIL.COM.BR,"RUA PADRE ANCHIETA, CONJ  404",41 33398696,Associação Privada,ATIVA
673963,ASSOCIACAO BENEFICENTE NOSSA SENHORA APARECIDA,esctropical@yahoo.com.br,RUA MEDICINA,45 99246942,Associação Privada,ATIVA
673982,ASSOCIACAO DE PAIS E ALUNOS UNIVERSITARIOS DE RIBEIRAO DO PINHAL,alvorada223@hotmail.com,RUA PARANA,43 35512515,Associação Privada,ATIVA
673973,IGREJA PRESBITERIANA FILADELFIA,ANISIOROMANINI@GMAIL.COM,AVENIDA BRASILIA,41 30199998,Organização Religiosa,ATIVA
673975,"ABENEP-ASSOCIACAO NACIONAL DOS SERVIDORES PUBLICOS FEDERAIS, ESTADUAIS E MUNICIPAIS DO BRASIL",ASSESBE.CTBA@HOTMAIL.COM,"RUA MANOEL EUFRASIO, CONJ  22                  ANDAR SB                  COND  RENAISSANCE ED",41 30147730,Associação Privada,ATIVA
673971,ENTIDADE FILANTROPICA O BOM SAMARITANO,EFOBS@LIVE.COM,RUA GUALACHOS,45 99370186,Associação Privada,ATIVA
673970,ASSOCICAO DE PROPRIETARIOS E MORADORES LOTEAMENTO AQUARELA DO BRASIL,FINANCEIRO.CASCAVEL@RESOLVCONDOMINIOS.COM.BR,RUA AQUARELA DO BRASIL,45 30387060,Associação Privada,ATIVA
673969,INSTITUTO DE EDUCACAO INFANTIL JARDIM UNIVERSITARIO,brasilcontab@uol.com.br,RUA ENGENHARIA,45 33248238,Associação Privada,ATIVA
673966,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO POLO SUL,escel@brturbo.com.br,"RUA TIETE, QUADRA09 DATA 010",44 30299507,Associação Privada,ATIVA
673983,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPO DO TENENTE - APAE,APAECAMPODOTENENTE@GMAIL.COM,RUA GASPAR DE MORAES,41 36281690,Associação Privada,ATIVA
673977,ASSOCIACAO CRISTA EBENEZER,henriquegj@yahoo.com.br,"RUA ANGELO ZATTONI, ANEXO SALAO",41 35541247,Associação Privada,ATIVA
673968,RESIDENCIA INCLUSIVA - CASA DO DODO,CASALARDODODO@HOTMAIL.COM,RUA GUSTAVO HENRIQUE DE OLIVEIRA,43 34229728,Associação Privada,ATIVA
673974,ASSOCIACAO RITA DE CASSIA,ebx@sercomtel.com.br,RUA WALDOMIRO BATISTA DE ARAUJO,43 33295854,Associação Privada,INAPTA
673979,PROVOPAR - ACAO SOCIAL - PROGRAMA DO VOLUNTARIADO PARANAENSE- UNIDADE ABATIA,vivianearioso@hotmail.com,RUA SAO MARCOS S/N,4335561222,Associação Privada,Não informado
673980,"VERITHAS - SISTEMA CONSORCIADO DE PRODUCAO, CERTIFICACAO E MAO-DE-OBRA",hugo.alves@buildingprofits.com.br,RUA RIO SAO FRANCISCO,41 30288004,Associação Privada,INAPTA
673981,SOCIEDADE RURAL DE ASTORGA,SRA-ASTORGA@HOTMAIL.COM,"RODOVIA PR 218, KM 251, SAIDA PARA ARAPONGAS",44 32342557,Associação Privada,ATIVA
673985,MINISTERIO INTERNACIONAL EMANUEL DE PARANAVAI,contato@athuscontabil.com.br,AVENIDA BELO HORIZONTE,44 30454111,Organização Religiosa,ATIVA
673978,INSTITUTO UNINDO FORCAS,elitecontabilidade_escritorio@hotmail.com,"RUA AUGUSTO GIACOMINI, SALA  04",44 33231125,Associação Privada,ATIVA
673984,INSTITUTO IRMAOS VALENTE,medprevcampomagro@hotmail.com,"RUA VIA VENETO, SALA  07",41 33743152,Associação Privada,INAPTA
673987,INSTITUTO DAXA,contardi@terra.com.br,"RUA JOAO MANOEL, CONJ  5",41 32629136,Associação Privada,INAPTA
673986,ASSOCIACAO CASA DE APOIO NOVOS CAMINHOS,contabilidade.palmital@hotmail.com,RUA VICENTE MACHADO,42 36572425,Associação Privada,INAPTA
673988,ASSOCIACAO DOS SERVIDORES AGENTES UNIVERSITARIOS EFETIVOS DA REITORIA DA UNIVERSIDADE ESTADUAL DO OESTE DO PARANA - UNIOESTE (ASSER),aaserunioeste@gmail.com,"NA UNIVERSITARIA, PREDIO",045 2255353,Associação Privada,ATIVA
673990,ASSOCIACAO AGATHA VOLEI DE PRAIA,ESCOPACONTABILIDADE@HOTMAIL.COM,RUA MANECO VIANA,41 30386323,Associação Privada,ATIVA
673991,IGREJA BATISTA FILADELFIA EM SERTANOPOLIS,escritorioversatil@brturbo.com.br,RUA SANTA CATARINA,043 2321194,Associação Privada,ATIVA
673992,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,cfoliveira111@yahoo.com.br,RUA PADRE RAFAEL JOSE KALINOWSKI,4103247001,Organização Religiosa,ATIVA
673995,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,financeiro@metodistalondrina.com.br,AVENIDA RIO DE JANEIRO,4303324776,Organização Religiosa,ATIVA
673993,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,haid@metodista.com,RUA MAXIMILIANO BOSCARDIN,4103247001,Organização Religiosa,ATIVA
673989,ASSOCIACAO DE PAIS E AMIGOS DA NATACAO DE PONTA GROSSA - APANPG,APANPG@GMAIL.COM,RUA DESEMBARGADOR EDSON NOBRE DE LACERDA,42 30866470,Associação Privada,ATIVA
673994,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,ivete.milenar@terra.com.br,RUA ADULCINO JOSE JORDAO,41 32470018,Organização Religiosa,ATIVA
673996,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,joyce_comjesus@hotmail.com,RUA FARROUPILHA,4103247001,Organização Religiosa,ATIVA
673998,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,secretaria.adm@uol.com.br,RUA DOS TUCANOS,4303055487,Organização Religiosa,ATIVA
673997,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,valdemir@portalcontabil.cnt.br,RUA MANAUS,4103247001,Organização Religiosa,ATIVA
674006,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,wjofre@ig.com.br,RUA JOAQUIM NABUCO,4203224484,Organização Religiosa,ATIVA
674000,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,pracida@nsionline.com.br,RUA GUILHERME TISSIANE,4103247001,Organização Religiosa,ATIVA
673999,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,ivete.milenar@terra.com.brt,AVENIDA DRA. FERNANDINA DO AMARAL GENTILE,41 32470018,Organização Religiosa,ATIVA
674001,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,wilian_zocch@hotmail.com,RUA MANOEL RIBAS,4203635429,Organização Religiosa,ATIVA
674002,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,IVETE.MILENAR@TERRA.COM.BR,RUA PANAMBI,41 32470018,Organização Religiosa,ATIVA
674014,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,ivete.milenar@terra.com.br,RUA PASTOR ADAO RUFINO RIBEIRO,41 32470018,Organização Religiosa,ATIVA
674010,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,tesourariaimc@gmail.com,RUA NATAL,4503038420,Organização Religiosa,ATIVA
674003,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,financeiro@metodistamaringa.com.br,AVENIDA NEO ALVES MARTINS,4403031663,Organização Religiosa,ATIVA
674012,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,IVETE.MILENAR@TERRA.COM.BR,RUA BELO HORIZONTE,41 32470018,Organização Religiosa,ATIVA
674005,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,ivete.milenar@terra.com.br,RUA JOAQUINA DE OLIVEIRA PERFEITO,41 32470018,Organização Religiosa,ATIVA
674004,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,paulofpimentel@hotmail.com,RUA PRESIDENTE NEREU RAMOS,4403232232,Organização Religiosa,ATIVA
674007,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,luiz.milenar@terra.com.br,RUA HUMAITA,41 32470018,Organização Religiosa,ATIVA
674013,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,ROSANGELA@METODISTA.COM,RUA FLORIANOPOLIS,41 33231675,Organização Religiosa,ATIVA
674011,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,ivete.milenar@terra.com.br,AVENIDA COLIBRI,41 32470018,Organização Religiosa,ATIVA
674009,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,nelimoreira@hotmail.com,RUA SETE DE SETEMBRO,43 5343114,Organização Religiosa,ATIVA
674008,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,metodistafozct@hotmail.com,AVENIDA SANTOS DUMONT,4103247001,Organização Religiosa,ATIVA
674015,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,LUIZ.MILENAR@TERRA.COM.BR,AVENIDA INTERVENTOR MANOEL RIBAS,41 32470018,Organização Religiosa,ATIVA
674016,CASA DE APOIO SETE ANJOS,ttcontabil@ttcontabil.com.br,RUA SUDAO,41 36639500,Associação Privada,INAPTA
674017,ASSOCIACAO DE ASSISTENCIA MEDICA HOSPITALAR DR. LINCOLN GRACA,bensi.rodrigo@gmail.com,"RUA TENENTE UBIRAJARA DE SOUZA, SALA",43 5591344,Associação Privada,ATIVA
674018,ASSOCIACAO COMUNITARIA DE DESENVOLVIMENTO ECOLOGICO E CULTUR,rh@escdelta.com.br,RUA DOMINGOS BATISTON,46 35361575,Associação Privada,ATIVA
674019,CONSELHO DA COMUNIDADE DA COMARCA DE MORRETES,escoferpessoal@lol.com.br,RUA VISCONDE DO RIO BRANCO,041 4621208,Associação Privada,ATIVA
673967,INSTITUTO JULIANNA ROCHA PODOLAN MARTINS,MAI@MAIMUSEU.COM.BR,"AVENIDA AGUA VERDE, LOJA  202                 ANDAR 02                  COND  PODOLAN AGUA VERDE E",41 31212395,Associação Privada,ATIVA
674023,ASSOCIACAO DO MOVIMENTO ECLESIAL DA RENOVACAO CARISMATICA CATOLICA DA DIOCESE DE PARANAVAI,escricontablider@pvai.com.br,RUA MATO GROSSO,44 34231457,Associação Privada,ATIVA
674024,IGREJA PRESBITERIANA INDEPENDENTE NOVO HORIZONTE,dp@supportcontabil.com.br,RUA AMAZONAS,044 2229913,Associação Privada,ATIVA
674022,ASSOCIACAO DR CELSO CHARURI DE CURITIBA,DIRETORIA.PROVIDACURITIBA@GMAIL.COM,RUA ESIDIO ORLANDO FABRI,41 33392232,Associação Privada,ATIVA
674026,ASSOCIACAO COMERCIAL INDUSTRIAL E AGROPECUARIA DE REBOUCAS,esc_meko@hotmail.com,RUA ABDALA MIGUEL SARRAFF,42 34571255,Associação Privada,ATIVA
674025,ASSOCIACAO DE CAPOEIRA ZOEIRA NAGO,volarecontabilidade@hotmail.com,RUA APUCARANA,41 34531037,Associação Privada,ATIVA
674020,CLUBE ALIANCA,sandro@contabilidadenogueira.com.br,RUA HARRY FEEKEN,41 33821717,Associação Privada,ATIVA
674029,PRIMEIRA IGREJA BATISTA EM CAMPO LARGO,nao possui,"RUA XV DE NOVEMBRO., CENTRO",041 3924419,Organização Religiosa,ATIVA
674027,ASSOCIACAO FACA UMA CRIANCA FELIZ,soniamachado@maanain.com.br,RUA DOUTOR JUVENAL EGGER FILHO,043 3240663,Associação Privada,ATIVA
674028,CASA DE AMPARO AO IDOSO BETEL,CONTABIL.SR@GMAIL.COM,RUA DOUTOR ALFREDO VIEIRA BARCELOS,41 30334021,Associação Privada,ATIVA
674039,FUNDACAO CESUMAR,FISCAL@OBJETIVOMARINGA.COM.BR,AVENIDA GUEDNER,44 30276300,Fundação Privada,ATIVA
674031,ASSOCIACAO RADIO COMUNITARIA RCS,RCSFM@HOTMAIL.COM,RUA LUIZ POYER,46 35342077,Associação Privada,ATIVA
674038,FUNDACAO DE APOIO AO DESENVOLVIMENTO EDUCACIONAL DO NOROESTE DO PARANA,Bira@netstudio.com.br,"NA MATO GROSSO, FADENPAR",044 4251037,Fundação Privada,ATIVA
674040,CONSELHO DA COMUNIDADE DA COMARCA DE IRATI,CONSELHOCOMUNIDADEIRATI@YAHOO.COM.BR,RUA EXPEDICIONARIO JOSE DE LIMA,42 34221124,Associação Privada,ATIVA
674036,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RIO NEGRO,RIONEGRO@APAEPR.ORG.BR,RUA NICOLAU VALERIO,47 36436583,Associação Privada,ATIVA
674035,NUCLEO ESPIRITA HUGO GONCALVES,confianca@escritorioconfianca.com.br,AVENIDA ROBERTO SIQUEIRA DE TOLEDO,4303321580,Fundação Privada,ATIVA
674034,GRUPO GOTAS DE ESPERANCA - GOES -,GOTASESPERANCA@HOTMAIL.COM,PRACA DOS EXPEDICIONARIOS,44 39000533,Associação Privada,ATIVA
674041,ADMINISTRACAO DE COMPOSSUIDORES DO CONDOMINIO DA AERONAUTICA DE FOZ DO IGUACU,ADCCFI@HOTMAIL.COM,RUA ANTONIO RAPOSO,45 35297743,Associação Privada,ATIVA
674033,GEAP AUTOGESTAO EM SAUDE,UA.PR@GEAP.ORG.BR,"ALAMEDA DR CARLOS DE CARVALHO, 603 -4 AND CJ 41 E 42",61 21034321,Fundação Privada,ATIVA
674044,ASSOCIACAO SAO JOSE CASA DE REPOUSO PARA IDOSOS,rh@fratellicontabil.com.br,RUA ELIUD ALVES PEREIRA,41 35861022,Associação Privada,ATIVA
674045,ASSOCIACAO DOS ACOUGUEIROS DE JAPURA,escritoriojapura@uol.com.br,RODOVIA PR 467 - LOTE 115 - R-1-A,4403635141,Associação Privada,ATIVA
674047,LAR BENEFICENTE SAO FRANCISCO DE ASSIS,larsfrancisco@hotmail.com,RUA ALCIDIA NASCIMENTO DIGIGOV,44 84451733,Associação Privada,ATIVA
674037,FUNDACAO MERIDIONAL DE APOIO A PESQUISA AGROPECUARIA,meridional@fundacaomeridional.com.br,"AVENIDA HIGIENOPOLIS, 4 ANDAR",43 3237171,Fundação Privada,ATIVA
674049,"ASSOCIACAO COMERCIAL, INDUSTRIAL, AGROPECUARIA E DE PROFISSIONAIS DE PLANALTINA DO PARANA.",contabil_confianca@hotmail.com,RUA JABOTICABAL,044 4351216,Associação Privada,ATIVA
674032,ASSOCIACAO NAUTICA DE PESCA ESPORTIVA DE MISSAL - ANPEMI,escritoriocontabilaguia@hotmail.com,"ESTRADA MUNICIPAL, ZONA RURAL",4503264518,Associação Privada,ATIVA
674050,ASSOCIACAO DE RADIO TAXI CIDADE,MARISE@CONEXXUS.COM.BR,RUA DOUTOR GOULIN,41 30333815,Associação Privada,ATIVA
674048,PROJETO CONSTRUINDO O FUTURO,agro_sab@hotmail.com.,RUA NELSINO RAVAGNANI,43 36622305,Associação Privada,ATIVA
674051,ASSOCIACAO DE RADIO TAXI CIDADE,ligtaxi@ligtaxi.com.br,"RUA ALFERES POLI, CASA",041 3343001,Associação Privada,ATIVA
674052,IGREJA PRESBITERIANA DO GUABIROTUBA,levyfalcao@gmail.com,AVENIDA SENADOR SALGADO FILHO,41 30191034,Organização Religiosa,ATIVA
674053,FUNDACAO EDUCACIONAL MATER ECCLESIAE,fagacontabil@bturbo.com.br,RUA ANTONIO LEMOS,043 7232029,Associação Privada,ATIVA
674055,CLUBE RECREATIVO E DESPORTIVO DOS FUNCIONARIOS DA VIACAO CAMPOS GERAIS,ARCAMP.ARCAMP@HOTMAIL.COM,"AVENIDA VISCONDE DE MAUA, APT   01",42 30253594,Associação Privada,ATIVA
674054,ASSOCIACAO BRASILEIRA DE BANCOS DE SANGUE - ABBS,DIRETORIA@HEMOBANCO.COM.BR,RUA CAPITAO SOUZA FRANCO,41 32241239,Associação Privada,ATIVA
674056,"ASTELPAR - ASSOCIACAO DOS APOSENTADOS, PENSIONISTAS E PARTICIPANTES DE FUNDOS DE PENSAO DO SETOR DE TELECOMUNICACOES NO PARANA",ASTELPAR@ASTELPAR.ORG.BR,"AVENIDA LUIZ XAVIER, SALA  519",41 32242367,Associação Privada,ATIVA
674057,"ASSOCIACAO CULTURAL, EDUCACIONAL E ECOLOGICA DE CAPANEMA - ACEC",sagginfolha@hotmail.com,AVENIDA BRASIL,4603552134,Associação Privada,ATIVA
674058,ASS. AMIGOS PROPRIETARIOS E CONSERVADORES DO ALAGADO FOZ DO AREIA,patricialikescontadores@hotmail.com,NA PR 153 KM 90,4203035414,Associação Privada,ATIVA
674061,ASSOCIACAO DA IGREJA METODISTA - 6a REGIAO ECLESIASTICA,anderlevita@hotmail.com,RUA DES ANTONIO FRANCO FERREIRA DA COSTA,4103247001,Organização Religiosa,ATIVA
674060,ASSOCIACAO DO GRUPO DE IDOSOS FREI ALCEU RICHETTI,vilmar@contabilidadeluckmann.com.br,RUA BELO HORIZONTE,45 99430990,Associação Privada,ATIVA
