id_osc,nome,email,endereco,telefone,natureza_juridica,situacao_cadastral,edmu_cd_municipio,edmu_nm_municipio
673733,CASA ACOLHEDORA MAE E SENHORA DE TODOS OS POVOS,CASA.ACOLHEDORA@YAHOO.COM.BR,"RUA OLYMPIO THEODORO, CASA",4333271326.0,Associação Privada,ATIVA,4113700,Londrina
673758,ASSOCIACAO RESIDENCIAL PORTAL DAS AGUAS,robertorh@condominiosuniao.com.br,RUA GAIVOTA,4436231257.0,Associação Privada,ATIVA,4128104,Umuarama
673759,ASSOCIACAO PASSO A PASSO - ASSISTENCIA E APOIO AOS DEPENDENTES QUIMICOS E ALCOLISTAS E FAMILIARES,ESCRITRVS@BRTURBO.COM.BR,RUA VITORIANO VALENTE,4332591260.0,Associação Privada,ATIVA,4109807,Ibiporã
673757,ASSOCIACAO DOS PISCICULTORES E AQUICULTORES DE BOA VISTA DA APARECIDA,t.mada@hotmail.com,DISTRITO LINHA MANDURI,4532259988.0,Associação Privada,ATIVA,4103057,Boa Vista da Aparecida
673737,ASSOCIACAO BENEFICENTE COSTA OESTE,hco@hcotoledo.com.br,RUA RUI BARBOSA,4533797700.0,Associação Privada,ATIVA,4127700,Toledo
673760,INSTITUTO PINHAIS DE ASSISTENCIA SOCIAL,rcgalle@gmail.com,"AVENIDA CAMILO DI LELLIS, SALA  03",4199622764.0,Associação Privada,Não informado,4119152,Pinhais
673754,ASSOCIACAO SAO PIO DE PIETRELCINA,mario@escritoriolordani.com.br,"ESTRADA BR-369, KM 51",4335425777.0,Associação Privada,ATIVA,4102406,Bandeirantes
673761,ASSOCIACAO PRASBANDAS,prasbandas5@gmail.com,RUA IJUI,4132775399.0,Associação Privada,ATIVA,4106902,Curitiba
673731,ASSOCIACAO PALOTINENSE DE ESPORTES - A. P. E.,arnhold@vn.com.br,"RUA 21 DE ABRIL, FUNDOSFUNDOS",4499290810.0,Associação Privada,ATIVA,4117909,Palotina
673762,CASA DE PASSAGEM SAO VICENTE DE PAULA,sms@vivum.com.br,"RUA TTE MAX WOLFF FILHO, SALA  6",4235321516.0,Associação Privada,ATIVA,4125605,São Mateus do Sul
673766,AUGUSTA E RESPEITAVEL LOJA SIMBOLICA LUZES DO ARENITO N 150,atlas@atlascontabil.com,RUA CORONEL CAMISAO,4434235747.0,Associação Privada,ATIVA,4118402,Paranavaí
673769,ASSOCIACAO LUCIANE MARY PARIS,uniconadm@yahoo.com.br,RUA JOSE BEIRA DA SILVA,4133506083.0,Associação Privada,ATIVA,4105805,Colombo
673768,ASSOCIACAO VALE DO TIGRE DE KARATE GOJU-RYU,BCJCONTABIL@HOTMAIL.COM,RUA VIEIRA DOS SANTOS,4134232381.0,Associação Privada,ATIVA,4118204,Paranaguá
673773,SOCIEDADE DE ASSISTENCIA SOCIAL E EDUCACIONAL FONTE DE VIDA,contato@jc1.com.br,ESTRADA GERAL,4736425307.0,Associação Privada,ATIVA,4122305,Rio Negro
673770,ASSOCIACAO DOS CONDOMINOS DO CONTEMPORANEUM PRIME RESIDENCE,dpconsulte@gmail.com,RUA MARECHAL DEODORO,4432677202.0,Associação Privada,ATIVA,4115200,Maringá
673775,ASSOCIACAO PARA O FUNDO DE PROMOCAO E PROPAGANDA DO SHOPPING CENTER CRYSTAL PLAZA,RELACIONAMENTO@SHOPPINGCRYSTAL.COM.BR,RUA COMENDADOR ARAUJO,4138833000.0,Associação Privada,ATIVA,4106902,Curitiba
673783,ASSOCIACAO BENEFICENTE DOUTOR HUGO DEHE - ABEHD,ABRIGOJVPF@HOTMAIL.COM,RUA PERNANBUCO,4435371662.0,Associação Privada,ATIVA,4107504,Engenheiro Beltrão
673779,CENTRO ESPIRITUAL TARO CIGANO,contato@escrirempel.com.br,AVENIDA MARECHAL FLORIANO PEIXOTO,4132751555.0,Associação Privada,INAPTA,4106902,Curitiba
673782,ASSOCIACAO G-NOVA - GRUPO NOVA LONDRINA,GBLEX@GLOBO.COM,AVENIDA PROJETADA,4434321122.0,Associação Privada,ATIVA,4117107,Nova Londrina
673778,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO MONJARDIM,rita@rcfernandes.com.br,"RUA MARCILIO DIAS, QUADRA39",4430261789.0,Associação Privada,ATIVA,4115200,Maringá
673774,ASSOCIACAO OS BOEMIOS CONFRARIA,contato@unioncontadores.com.br,COMUNIDADE SAO LUIZ,4632421053.0,Associação Privada,ATIVA,4105409,Chopinzinho
673771,COMUNIDADE SERVOS DO IMACULADO CORACAO DA VIRGEM MARIA,SERVOSDOCORACAODEMARIA@HOTMAIL.COM,RUA SARACURA DA PRAIA,4332762126.0,Associação Privada,ATIVA,4101507,Arapongas
673777,INSTITUTO DA PESSOA COM DIABETES - IPD,MARKETING@IPD.ORG.BR,"RUA XV DE NOVEMBRO, CONJ  0608                COND  JACOB WOISKI ED",4133574328.0,Associação Privada,ATIVA,4106902,Curitiba
673776,CASA DE RECUPERACAO ESPACO ESPERANCA,medeiros@bwnet.com.br,"ESTRADA VITORIA DO ALEGRE, KM    12",4432331284.0,Associação Privada,ATIVA,4114203,Mandaguari
673765,ASSOCIACAO GUILHERME ZIMMERMANN GOMES STRINGARI,sandra@estradadistribuidora.com.br,"RODOVIA BR-277, KM    579                 SALA  01",4533015000.0,Associação Privada,ATIVA,4104808,Cascavel
673780,INSTITUTO QUALITRANS - INSTITUTO DE QUALIFICACAO PROFISSIONAL E DESENVOLVIMENTO DO TRANSPORTE,muralha@muralhacontabil.com.br,AVENIDA CRISTO REI 90,4632112000.0,Associação Privada,Não informado,4108403,Francisco Beltrão
673781,INTEGRARE-SOCIALIS - ACOES DE INTEGRACAO SOCIAL,ACCERTACONTABILIDADE@GMAIL.COM,RUA MINAS NOVA,4196810018.0,Associação Privada,ATIVA,4100400,Almirante Tamandaré
673784,ASSOCIACAO DOS CONDOMINOS DO RESIDENCIAL APOLO,mm.leme@hotmail.com,RUA JOSE CLEMENTE,4432267796.0,Associação Privada,ATIVA,4115200,Maringá
673785,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO IARA ROSA,coabmga@gmail.com,AVENIDA XV DE NOVEMBRO 277,4499116157.0,Associação Privada,Não informado,4115200,Maringá
673788,ASSOCIACAO DA REDE DE SUPERMERCADOS DO VALE DO IGUACU E REGIAO,REDEIGUACUCENTRAL@YAHOO.COM.BR,"AVENIDA MANOEL RIBAS, SALA  10",4235220866.0,Associação Privada,ATIVA,4128203,União da Vitória
673787,ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS DE TRANSPORTE DE CARGAS DE CAMPO LARGO,atendimento3@contabilex.com.br,"RODOVIA BR-277, KM    126                 SALA  A",4130324030.0,Associação Privada,ATIVA,4104204,Campo Largo
673786,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO RESIDENCIAL GRAN DUQUE,escritorioespacial@hotmail.com,AVENIDA ADVOGADO HORACIO RACCANELLO FILHO,4432321150.0,Associação Privada,ATIVA,4115200,Maringá
673789,CENTRO EDUCACIONAL O BRASIL PARA CRISTO,gisele@confisco.com.br,RUA O BRASIL PARA CRISTO,4232717516.0,Associação Privada,ATIVA,4127106,Telêmaco Borba
673790,SOCIEDADE CIVIL RESIDENCIAL NASCENTE,capivara@onda.com.br,ALAMEDA ADRIANA,4336231281.0,Associação Privada,ATIVA,4100806,Alvorada do Sul
673791,ASSOCIACAO DOS CONDOMINOS DO RESIDENCIAL MAISON SAPPHIRE,contato@eurocontabilidade.cnt.br,RUA MANDAGUARI,4430349800.0,Associação Privada,ATIVA,4115200,Maringá
673792,INSTITUTO FECOMERCIO PARANA DE PESQUISA E DESENVOLVIMENTO - IFPD-PR,sandro@ifpdpr.com.br,"RUA VICONDE DO RIO BRANCO, ANDAR 6",4138834500.0,Associação Privada,ATIVA,4106902,Curitiba
673793,IGREJA EVANGELICA ASSEMBLEIA DE DEUS EM BORRAZOPOLIS,escritoriosaojorge75@hotmail.com,"RUA SANTA CATARINA, TERREO",4334521306.0,Organização Religiosa,ATIVA,4103305,Borrazópolis
673796,SEMINARIO DE TEOLOGIA NOSSA SENHORA DE GUADALUPE,CONTABILIDADE@ARQUICASCAVEL.ORG.BR,"AVENIDA GUAIRA, TERREO",4532293980.0,Organização Religiosa,ATIVA,4104808,Cascavel
673794,ASSOCIACAO DAS EMPRESAS DO GRUPO GMAD,claudecir@czepula.com.br,"AVENIDA GAL CARLOS CAVALCANTI, SALA  03",4221027400.0,Associação Privada,ATIVA,4119905,Ponta Grossa
673763,ORGANIZACAO DOUTORES PALHACOS S.O.S ALEGRIA,CONTATO@SOSALIEGRIA.ORG,"RUA JULIA LOPES, SALA: 01;",4230280713.0,Associação Privada,ATIVA,4119905,Ponta Grossa
673799,ASSOCIACAO PROCONSTRUCAO GUARATUBA BEACH CLUB.,pedrosavordelli@yahoo.com.br,"RUA PRESIDENTE FARIA, CONJ  28",4130303130.0,Associação Privada,INAPTA,4106902,Curitiba
673797,SEMINARIO SAO JOSE,SEMINARIOSAOJOSE1966@GMAIL.COM,"AVENIDA GUAIRA, TERREO",4532263131.0,Organização Religiosa,ATIVA,4104808,Cascavel
673795,MINISTERIO QUERO VIVER,ev_davi@hotmail.com,AVENIDA REPUBLICA ARGENTINA,4530291436.0,Organização Religiosa,ATIVA,4108304,Foz do Iguaçu
673804,ASSOCIACAO DOS PROPRIETARIOS DO CONDOMINIO TORRE LUGANO,dombosco.dpessoal@gmail.com,"RUA OTTO GAERTNER, QUADRA68                  LOTE  04",4330352315.0,Associação Privada,ATIVA,4103701,Cambé
673803,ASSOCIACAO BRASILEIRA DOS DISTRIBUIDORES DAF,SECRETARIA@ASSODAF.COM.BR,"RUA NESTOR GUIMARAES, ANDAR 4.                  SALA  404 E 405           EDIF  INFINITY",4231224200.0,Associação Privada,ATIVA,4119905,Ponta Grossa
673809,ASSOCIACAO PARQUE DAS TAMAREIRAS,escritorioschwartz@hotmail.com,RUA ANTONIO BIZINELLI,4235223926.0,Associação Privada,ATIVA,4125605,São Mateus do Sul
673798,ASSOCIACAO DOS CONDOMINOS DO CONDOMINIO EDIFICIO RESIDENCIAL ARUANA,alpcontabilidade@hotmail.com,RUA BRAGANCA,4432677399.0,Associação Privada,ATIVA,4115200,Maringá
673802,OBRA - ORGANIZACAO BRASILEIRA DE ASSISTENCIA SOCIAL SAUDE E EDUCACAO,rupelio@auditop.com.br,"RUA DR. CARVALHO CHAVES, SALA 02",4130199998.0,Associação Privada,INAPTA,4106902,Curitiba
673800,ATC - UNIAO DE ASSOCIADOS TRANSPORTADORES DE CARGAS,CP@UNIAOATC.COM.BR,RUA SOVI,4332757671.0,Associação Privada,ATIVA,4101507,Arapongas
673805,COMUNIDADE CRISTA AME,COMUNIDADEAME.ADM@GMAIL.COM,AVENIDA PRESIDENTE KENNEDY,4130261057.0,Organização Religiosa,ATIVA,4106902,Curitiba
673812,ASSOCIACAO DOS MORADORES DO CONDOMINIO SOLAR DAS GARCAS,ESCRITORIOMADALOSSO@HOTMAIL.COM,ESTRADA LINHA MANDURI,4591339482.0,Associação Privada,ATIVA,4103057,Boa Vista da Aparecida
673824,IGREJA CRISTA DE CURITIBA,leandro@jjaconsultoria.com.br,RUA ANTONIO ESCORSIN,4132051005.0,Organização Religiosa,INAPTA,4106902,Curitiba
673827,INSTITUTO VITA DE ENSINO E PESQUISA - IVEP,helina@ivep.org.br,"RODOVIA BR 116, PARTE                     KM 396",1130667100.0,Associação Privada,ATIVA,4106902,Curitiba
673811,ASSOCIACAO DOS TRABALHADORES DAS INDUSTRIAS DE ALIMENTACAO DE DOIS VIZINHOS E REGIAO,ALVORADADV@HOTMAIL.COM,RUA DE LIGACAO CLEVELANDIA,4635361972.0,Associação Privada,ATIVA,4107207,Dois Vizinhos
673817,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO VILLAGIO DI ITALIA,contato@fenixconsultoria.com.br,"AVENIDA ADVOGADO HORACIO RACCANELLO FILHO, LOTE  75 E 76             QUADRAA-3",4432684115.0,Associação Privada,ATIVA,4115200,Maringá
673820,INSTITUTO CDI,trabalhista@ccf-assessoria.com.br,RUA SAO RAFAEL,4330258500.0,Associação Privada,ATIVA,4113700,Londrina
673822,ASSOCIACAO DOS PROPRIETARIOS DA CHACARA TRES,escritoriostoc@uol.com.br,"CHACARA TRES, RIBEIRAOZINHO GRANDE",4330553972.0,Associação Privada,ATIVA,4120507,Primeiro de Maio
673826,ASSOCIACAO RESIDENCIAL EURO PARK,francolinei@brturbo.com.br,"LOTEAMENTO LOTE DE TERRAS B, RESID. EURO PARK",4436231257.0,Associação Privada,ATIVA,4128104,Umuarama
673828,TABERNACULO DA FE CRISTA,ledacontadora@gmail.com,AVENIDA GRAMADO,4530271147.0,Organização Religiosa,ATIVA,4108304,Foz do Iguaçu
673743,ASSOCIACAO DE SAUDE FREDERICO GUILHERME KECHE VIRMOND,controladoria@ivirmond.com.br,"RUA PEDRO ALVES, EDIFICIO - SALA 08",4236216200.0,Associação Privada,ATIVA,4109401,Guarapuava
673829,ASSOCIACAO DOS ARTESAOS DE CAPANEMA PARANA,ARTESAOCASA52@GMAIL.COM,AVENIDA BRASIL,4635521342.0,Associação Privada,ATIVA,4104501,Capanema
673830,CARTRUCK - CLUBE NACIONAL DE ASSISTENCIA,SERGIOCONTABIL54@YAHOO.COM.BR,"RUA EDUARDO PINTO DA ROCHA, GALPAO;",3185589865.0,Associação Privada,INAPTA,4106902,Curitiba
673767,INSTITUTO THEOPHILO PETRYCOSKI,INSTITUTOTPETRYCOSKI@OUTLOOK.COM,"RUA TAPAJOS, SALA  1003",4630251421.0,Associação Privada,ATIVA,4118501,Pato Branco
673832,SEXTA IGREJA PRESBITERIANA RENOVADA DE CAMPO MOURAO,PASTORCALISTO@GMAIL.COM,RUA CURIANGO,4499942000.0,Organização Religiosa,ATIVA,4104303,Campo Mourão
673831,ASSOCIACAO PRO-CONSTRUCAO DO EDIFICIO RESIDENCIAL MATISSE,vanessa.datacon@uol.com.br,"RUA OSVALDO CRUZ, LOTE  18/19/20/21         QUADRA42/B",4331520400.0,Associação Privada,Não informado,4101408,Apucarana
673835,IGREJA MISSIONARIA UNIDA DOURADINA,,AVENIDA BRASIL,4436632086.0,Associação Privada,ATIVA,4107256,Douradina
673744,IDF - INSTITUTO DOUTOR FEITOSA,rh@hospitalfeitosa.com.br,AVENIDA PARANA,4232717100.0,Associação Privada,ATIVA,4127106,Telêmaco Borba
673837,OBSERVATORIO SOCIAL DE CASCAVEL,CASCAVEL@OSBRASIL.ORG.BR,RUA PERNAMBUCO,4588211467.0,Associação Privada,ATIVA,4104808,Cascavel
673840,ASSOCIACAO DOS CONDOMINOS DO RESIDENCIAL MONACO,escmarialva@hotmail.com,"RUA PRESIDENTE NEREU RAMOS, LOTE  14/15/16, QUADRA 102",4430152533.0,Associação Privada,ATIVA,4114807,Marialva
673845,ASSOCIACAO BENEFICENTE DE PROTECAO AO IDOSO - LAR NOSSA SENHORA DAS GRACAS,ASILO.RESERVA@GMAIL.COM,"RUA R GENEROSO MARQUES, SALA",4232762532.0,Associação Privada,ATIVA,4121703,Reserva
673836,INSAEOS - CENTRO EDUCACIONAL,SILVIA_SORBAR@YAHOO.COM.BR,RUA SIBIPIRUNA,4532242163.0,Associação Privada,INAPTA,4104808,Cascavel
673848,CENTRO DE APRENDIZAGEM E INCLUSAO SOCIAL - CAIS,valedoivai@valedoivai.com.br,ESTRADA RUA JORGE FERRI,4334518000.0,Associação Privada,ATIVA,4125803,São Pedro do Ivaí
673839,INSTITUTO DE SEGURANCA PREVENTIVA - ISP,amarildo@seculusinfo.com.br,RUA CONSTANTE LUNARDON,4199990109.0,Associação Privada,ATIVA,4106902,Curitiba
673843,ASSOCIACAO RESIDENCIAL ILHA BELA CARLOPOLIS,ASSOCIACAO.ILHABELA@HOTMAIL.COM,ALAMEDA GRALHA AZUL,4391149653.0,Associação Privada,ATIVA,4104709,Carlópolis
673841,COMUNIDADE COLABORATIVA DE LOGISTICA - CCL/PR,ADMINISTRACAO@CCLPR.COM.BR,"RODOVIA PR-423, SALA  2",4136077902.0,Associação Privada,ATIVA,4101804,Araucária
673849,ASSEMBLEIA DE DEUS COMUNIDADE EL SHADAY,amc@amccontabil.com.br,RUA DAS SIRIEMAS,4632251465.0,Organização Religiosa,ATIVA,4118501,Pato Branco
673842,GP - GRUPO PARANA,FINANCEIRO@GPGRUPOPARANA.COM.BR,RODOVIA BR 376 - KM 167,4431230200.0,Associação Privada,ATIVA,4115200,Maringá
673850,OBSERVATORIO SOCIAL DO BRASIL - TOLEDO/PR,rh1@seletocontaobil.com.br,LARGO SAO VICENTE DE PAULO,4530554141.0,Associação Privada,ATIVA,4127700,Toledo
673852,ONG - CANTINHO DA CRIANCA,jricardopires01@hotmail.com,RUA HORACIO FERREIRA SIMOES,4335311600.0,Associação Privada,ATIVA,4123907,Santa Mariana
673652,"FUNDACAO DE APOIO AO DESENVOLVIMENTO INSTITUCIONAL, CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA - FAUEPG",FAUEPG@FAUEPG.ORG.BR,RUA SIQUEIRA CAMPOS,4221028925.0,Fundação Privada,ATIVA,4119905,Ponta Grossa
673860,1 IGREJA EVANGELICA VIVA INTERNACIONAL,escritoriobagattini@hotmail.com,RUA DAS ORQUIDEAS 481,4635363609.0,Associação Privada,Não informado,4107207,Dois Vizinhos
673854,LIGA PARNANGUARA DE FUTSAL,claudetenadolny@msn.com,"RUA ARTHUR DE SOUZA COSTA, CASA",4134222140.0,Associação Privada,ATIVA,4118204,Paranaguá
673861,ASSOCIACAO DE ARBITROS E EVENTOS ESPORTIVOS - AAEE-PR,escopacontabilidade@hotmail.com,RUA JOAO ESTEVAO,4184165974.0,Associação Privada,ATIVA,4118204,Paranaguá
673858,SOCIEDADE ESPORTIVA BARIGUI DO SEMINARIO,silvano@marchesini.adv.br,RUA LUIZ TRAMONTIN,4133235577.0,Associação Privada,INAPTA,4106902,Curitiba
673859,INSTITUTO DE ATENDIMENTO AOS FUNCIONARIOS MUNICIPAIS - IAFM,rh@escritorioci.com.br,"AVENIDA GETULIO VARGAS, SLJ   LOJA 05",4430242540.0,Associação Privada,ATIVA,4115200,Maringá
673857,OBSERVATORIO SOCIAL DE PARANAVAI,rh2@escmercurio.com.br,"RUA PERNAMBUCO, SALA: 07;",4434215404.0,Associação Privada,ATIVA,4118402,Paranavaí
673855,MOVIMENTO ECLESIAL DA RENOVACAO CARISMATICA CATOLICA DA DIOCESE DE APUCARANA,chgo@brturbo.com.br,RUA JOSE MISKOWSKI,4399377698.0,Associação Privada,ATIVA,4101408,Apucarana
673863,PAROQUIA EVANGELICA DE CONFISSAO LUTERANA CURITIBA/NORTE,paroquianorte@hotmail.com,RUA MOISES SAIF,4133381125.0,Associação Privada,ATIVA,4106902,Curitiba
673862,ACAO SOCIAL COMUNITARIA DE CAMPINA GRANDE DO SUL,confisul@terra.com.br,RUA MONICA LENIRA CORLETTO CORADIN,4199474108.0,Associação Privada,ATIVA,4104006,Campina Grande do Sul
673874,ASSOCIACAO DESPORTIVA E RECREATIVA DO DISTRITO DE GRACIOSA,leonicemeurer@hotmail.com,AVENIDA JOAO SELHORST,4434281337.0,Associação Privada,ATIVA,4118402,Paranavaí
673866,INSTITUTO ADOLPHO BAUER,rh@contabilidadejmcom.br,"AVENIDA MARECHAL FLORIANO PEIXOTO, ANDAR 04                  CONJ  41",4130290215.0,Associação Privada,ATIVA,4106902,Curitiba
673853,PAROQUIA EVANGELICA DE CONFISSAO LUTERANA CASTELO FORTE DE PINHAIS,PAROQUIACASTELOFORTE@GMAIL.COM,RUA 24 DE MAIO,4136671039.0,Associação Privada,ATIVA,4119152,Pinhais
673875,ASSOCIACAO ECOVILLE RESIDENCE,robertorh@condominiosuniao.com.br,"AVENIDA RIO GRANDE DO SUL, COND  ECOVILLE RESIDENCE",4436231257.0,Associação Privada,ATIVA,4128104,Umuarama
673877,ASSOCIACAO DA ESCOLA DE EVANGELIZACAO SANTO ANDRE,pessoal01@pontocontabilidade.com.br,RUA DOM BOSCO,4330246360.0,Associação Privada,ATIVA,4113700,Londrina
673873,INSTITUTO DE ASSISTENCIA SOCIAL DE ARAUCARIA,lcontab@yahoo.com.br,RUA FERNANDO SUCKOW 69,4135551136.0,Associação Privada,Não informado,4101804,Araucária
673876,INSTITUTO SOARES,medprevcampomagro@hotmail.com,"RUA AMINTAS DE BARROS, SALA  04",4133743152.0,Associação Privada,INAPTA,4113205,Lapa
673869,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO TORRE HORACIO RACCANELLO FILHO,contabilidade@euroadministradora.com.br,AVENIDA HORACIO RACCANELLO FILHO 5450,4430319004.0,Associação Privada,Não informado,4115200,Maringá
673868,INSTITUTO EDUCATE,MARCOS@NUNESFERREIRA.COM.BR,"RUA SCHILLER, SALA: 07;",4130268704.0,Associação Privada,ATIVA,4106902,Curitiba
673865,ASSOCIACAO DE PROPRIETARIOS DO RESIDENCIAL RECANTO,condominios@imobiliariadombosco.com.br,RUA PROFESSORA ETELVINA DURSKI,4188480594.0,Associação Privada,INAPTA,4102307,Balsa Nova
673879,INSOL - INSTITUTO SOL DE PROMOCAO E DESENVOLVIMENTO SOCIAL,FALECOMINSOL@GMAIL.COM,"RUA SENADOR SOUZA NAVES, SALA  801 B",4333443085.0,Associação Privada,ATIVA,4113700,Londrina
673870,ASSOCIACAO ALEGRIA DE SER - A.A.S,CECILIAANDREOLLO@HOTMAIL.COM,RUA DESEMBARGADOR VIEIRA CAVALCANTI,4135383670.0,Associação Privada,ATIVA,4106902,Curitiba
673878,ASSOCIACAO PARANAENSE DE ANGIOLOGIA E DE CIRURGIA VASCULAR,sbacvpr@sbacv.com.br,"AVENIDA SETE DE SETEMBRO, CONJ  86 - ANDAR 8",4132420978.0,Associação Privada,ATIVA,4106902,Curitiba
673867,INSTITUTO CHAVES E MOSER,planus@planuscontabilidade.net,RUA PROFESSORA ANA RITA DE CASSIA,4432524490.0,Associação Privada,INAPTA,4116901,Nova Esperança
673864,NOVA ASSOCIACAO DOS LOJISTAS DO MERCADAO MUNICIPAL DE MARINGA - NOVA 3M,rh@saopauloescritorio.com.br,AVENIDA PRUDENTE DE MORAES,4430318331.0,Associação Privada,ATIVA,4115200,Maringá
673872,INSTITUTO IVNUK,MEDPREVLITORAL@YAHOO.COM.BR,RODOVIA PR 412,4130383700.0,Associação Privada,ATIVA,4119954,Pontal do Paraná
673871,INSTITUTO IVNUK,MEDPREVLITORAL@YAHOO.COM.BR,"AVENIDA ARTHUR DE ABREU, SLJ                       SALA  09                  EDIF  PALACIO DO CAFE",4134251919.0,Associação Privada,ATIVA,4118204,Paranaguá
673880,CENTRO CATEQUETICO MARIA DE NAZARE (C.C.M.N.),joserrinaldi@hotmail.com,"CHÁCARA LOTE 10/C/2/A, GLEBA 10 PALMITAL         COLONIA N. CRUZEIRO",4436224244.0,Associação Privada,ATIVA,4128104,Umuarama
673844,ORGANIZACAO SAO LUCAS,ADMINISTRACAO@ORGSAOLUCAS.COM.BR,RUA DIOGO PINTO,4236351384.0,Associação Privada,ATIVA,4113304,Laranjeiras do Sul
673881,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO SAO MIGUEL,expedicao@nossoescritorio.com.br,AVENIDA ADVOGADO HORACIO RACANELLO FILHO,4432205250.0,Associação Privada,ATIVA,4115200,Maringá
673883,IGREJA BATISTA INDEPENDENTE DE GUARANIACU,JAICONCRUZ@HOTMAIL.COM,AVENIDA IVAN FERREIRA DO AMARAL,4599771733.0,Organização Religiosa,ATIVA,4109302,Guaraniaçu
673891,"IGREJA EVANGELICA ASSEMBLEIA DE DEUS, CENTRAL EM ALMIRANTE TAMANDARE",escritorionamc@gmail.com,RUA JOSE CARLOS COLODEL,4136994631.0,Associação Privada,ATIVA,4100400,Almirante Tamandaré
673886,ASPROV - ASSOCIACAO DE PROTECAO AOS VEICULOS DE TRANSPORTE DE CARGAS,procont@procont.cnt.br,RUA JOAO LUNARDELLI,4130896262.0,Associação Privada,ATIVA,4106902,Curitiba
673888,ASSOCIACAO DAS RELIGIOSAS DA INSTRUCAO CRISTA,NFESAOFRANCISCODEASSIS@ARIC.COM.BR,RUA NICOLA STEFANO,4432451386.0,Associação Privada,ATIVA,4114104,Mandaguaçu
673892,IGREJA PRESBITERIANA DO CAMINHO,jairton@sepal.org.br,RUA ANITA GARIBALDI,4331528100.0,Associação Privada,ATIVA,4113700,Londrina
673882,CONSELHO COMUNITARIO DE SEGURANCA DE IMBITUVA,CONSEGIMBITUVA@OUTLOOK.COM,TRAVESSA ALDINO DUSI,4299309460.0,Associação Privada,ATIVA,4110102,Imbituva
673887,MINISTERIO EVANGELISTICO SABAOTH,carlosivobonfanti@hotmail.com,RUA SETE DE SETEMBRO,4599445688.0,Associação Privada,ATIVA,4110953,Itaipulândia
673899,EMANUEL IGREJA EM CELULAS,contabilfolador@hotmail.com,RUA NICOLAU GULBINO,4130238554.0,Associação Privada,ATIVA,4106902,Curitiba
673894,ASSOCIACAO FRIEDRICH E INGRUN SEYBOTH - FILADELFIA,ADM@PIRAMIDECONTABILIDADE.COM.BR,"RUA MATO GROSSO, BLOCO A",4532541802.0,Associação Privada,ATIVA,4114609,Marechal Cândido Rondon
673897,COMUNIDADE CRISTA AGUA VIVA EM SAO MIGUEL DO IGUACU,julianacaldani@gmail.com,RUA CACADOR,4535652488.0,Associação Privada,ATIVA,4125704,São Miguel do Iguaçu
673901,ASSOCIACAO DE PESQUISA E CONSERVACAO DA VIDA SILVESTRE,CONTATO@CRIADOUROONCAPINTADA.ORG.BR,ESTRADA DO POCINHO,4130298810.0,Associação Privada,ATIVA,4104006,Campina Grande do Sul
673896,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO DUBAI,CIM.IMOVEIS@HOTMAIL.COM,RUA SAO PEDRO,4430312555.0,Associação Privada,ATIVA,4115200,Maringá
673904,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO GOLDEN TOWER,LEGALIZACAO1@ESCRITORIORAMPAZZO.COM.BR,RUA FRANCISCO GLICERIO 1196,4430255577.0,Associação Privada,Não informado,4115200,Maringá
673895,SEGUNDA IGREJA EVANGELICA PENTECOSTAL O BRASIL PARA CRISTO DE TELEMACO BORBA-PR,escritoriolondrina@yahoo.com.br,RUA CARMO DA MATA,4333341798.0,Associação Privada,ATIVA,4127106,Telêmaco Borba
673907,CENTRO TERAPEUTICO COPIOSA REDENCAO,natocontabilidade@gmail.com,"RODOVIA ELISIO PEREIRA ALVES FILHO, KM 23",4134526820.0,Associação Privada,ATIVA,4115705,Matinhos
673898,IGREJA EVANGELICA IRMAOS MENONITAS DO BAIRRO NOVO,ckglauco@hotmail.com,RUA JOSE BASSA,4133441200.0,Associação Privada,ATIVA,4106902,Curitiba
673902,QUINTA IGREJA EVANGELICA PENTECOSTAL O BRASIL PARA CRISTO DE TELEMACO BORBA-PR,dtscontabilidade@hotmail.com,AVENIDA MAL. FLORIANO PEIXOTO,4333341798.0,Associação Privada,ATIVA,4127106,Telêmaco Borba
673900,CITY LONDON FUTEBOL CLUBE,ATENDIMENTO@GRUPOGAMACONTABILIDADE.COM.BR,RUA ALEXANDRE ROCHA FILHO,4330373737.0,Associação Privada,ATIVA,4101408,Apucarana
673908,IMUNE-IGREJA MISSIONARIA UNIDA DE NOVA ESPERANCA,cristoreicontabil@hotmail.com,AVENIDA MARINGA,4432523736.0,Organização Religiosa,ATIVA,4116901,Nova Esperança
673893,SERVICO SOCIAL DO SINDICATO DA INDUSTRIA DA CONSTRUCAO CIVIL DO PARANA REGIAO NOROESTE,FINANCEIRO@SECONCINOROESTE.ORG.BR,RUA NASSIB HADDAD,4430237999.0,Associação Privada,ATIVA,4115200,Maringá
